,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
34,34601,1611,7641,2738,2043,12422,989,1040,1271,1651,2028,9570,929,56713,62786,82,26,157
35,34602,1759,2912,545,477,3935,989,1040,1271,1651,2028,2519,271,68013,75029,93,37,134
36,34604,1778,3478,755,607,4840,989,1040,1271,1651,2028,2667,292,69839,76938,93,31,71
37,34606,1643,10028,2644,1904,14576,989,1040,1271,1651,2028,6317,719,52750,58186,78,30,121
38,34607,2699,3133,800,1207,5140,989,1040,1271,1651,2028,2075,163,67728,74798,80,29,158
39,34608,1754,10565,3265,1730,15560,989,1040,1271,1651,2028,3945,1455,53890,59437,85,27,99
40,34609,2215,14319,2931,2073,19323,989,1040,1271,1651,2028,7894,2189,66667,73577,93,29,79
41,34610,1726,4982,1074,723,6780,989,1040,1271,1651,2028,2003,920,64243,73059,96,37,38
42,34613,1577,8020,1082,1911,11012,989,1040,1271,1651,2028,6651,714,56770,62772,77,25,154
43,34614,1925,2806,515,710,4031,989,1040,1271,1651,2028,895,399,70010,77185,96,31,163
44,34637,4629,2136,406,543,3084,989,1040,1271,1651,2028,690,194,106177,119714,94,33,102
45,34638,4101,9008,2247,1049,12305,989,1040,1271,1651,2028,3045,796,107406,121425,113,36,68
46,34639,2969,9148,1871,880,11898,989,1040,1271,1651,2028,3045,902,93481,105490,108,34,81
47,34652,1761,8010,3894,3649,15553,989,1040,1271,1651,2028,10989,1008,59186,66846,77,28,70
48,34653,1387,9523,4581,2508,16611,989,1040,1271,1651,2028,8677,1315,52878,59669,77,26,72
49,34654,1831,7688,1873,1511,11072,989,1040,1271,1651,2028,5947,926,68050,77008,92,30,51
50,34655,2640,16571,3633,2401,22605,989,1040,1271,1651,2028,15062,934,83352,94950,90,31,53
51,34661,1016,83,15,20,118,989,1040,1271,1651,2028,37,31,63727,70050,87,29,112
52,34667,1590,13030,3838,4274,21142,989,1040,1271,1651,2028,8674,1466,54418,61381,76,28,73
53,34668,1236,13785,5744,4206,23735,989,1040,1271,1651,2028,11825,2144,46462,52414,80,26,69
54,34669,1726,5293,1229,1067,7588,989,1040,1271,1651,2028,2156,738,56419,63952,90,30,75
55,34677,3003,6765,2300,1198,10262,989,1040,1271,1651,2028,14493,1030,91074,105121,90,26,151
56,34679,1190,45,11,14,69,989,1040,1271,1651,2028,15,5,63981,72191,70,45,70
57,34681,5429,428,117,133,679,989,1040,1271,1651,2028,786,72,92734,107001,91,25,348
58,34683,3279,10681,3245,2268,16194,989,1040,1271,1651,2028,6429,959,91471,105480,89,25,131
59,34684,2447,9327,3795,1608,14730,989,1040,1271,1651,2028,11468,985,71682,82694,74,27,85
60,34685,3967,5854,1731,746,8332,989,1040,1271,1651,2028,3004,657,116718,134967,96,27,268
61,34688,4323,2536,405,449,3389,989,1040,1271,1651,2028,1093,407,124841,144523,102,28,160
62,34689,2733,8966,3424,2728,15118,989,1040,1271,1651,2028,11254,1421,76229,87910,83,28,203
63,34690,1122,4613,1712,1261,7586,989,1040,1271,1651,2028,2670,505,48193,54439,79,29,78
64,34691,1314,7350,2593,2842,12784,989,1040,1271,1651,2028,2691,1057,50072,56488,82,29,93
65,34695,3177,6317,1476,898,8692,989,1040,1271,1651,2028,5513,678,100265,115558,87,24,102
66,34698,2577,12984,5681,3787,22451,989,1040,1271,1651,2028,12964,1433,67266,77672,74,23,111
67,34705,1828,804,157,154,1115,1055,1140,1321,1713,2057,1252,148,70888,80761,100,29,154
68,34711,2811,19844,6044,3274,29162,1055,1140,1321,1713,2057,18518,3661,80003,91137,98,30,166
69,34714,2581,5043,3182,3476,11701,1055,1140,1321,1713,2057,3342,1495,69104,78409,90,31,226
70,34715,2909,6090,1754,1089,8933,1055,1140,1321,1713,2057,2774,1375,78960,89535,98,31,78
71,34731,1776,5389,1291,1069,7749,1055,1140,1321,1713,2057,1824,896,66916,77204,92,21,143
72,34734,3364,770,735,162,1666,1055,1140,1321,1713,2057,1289,243,76712,90095,102,26,248
73,34736,2690,6834,1753,1530,10117,1055,1140,1321,1713,2057,3573,1771,72276,82632,97,31,112
74,34737,3343,966,163,153,1282,1055,1140,1321,1713,2057,827,139,75632,85998,91,30,89
75,34739,1430,378,112,280,771,1055,1140,1321,1713,2057,166,88,67899,77253,92,30,453
76,34741,2086,7673,10999,4555,23228,1055,1140,1321,1713,2057,21320,5919,52031,58479,94,25,407
77,34743,2222,8233,3821,1466,13520,1055,1140,1321,1713,2057,3056,6221,53187,59820,110,28,227
78,34744,2568,13175,6547,3457,23180,1055,1140,1321,1713,2057,10564,6384,66978,75603,106,26,326
79,34746,3209,12714,6304,11810,30828,1055,1140,1321,1713,2057,14663,5780,65997,74001,107,25,425
80,34747,4550,6735,4556,29308,40599,1055,1140,1321,1713,2057,19853,2805,103830,115357,98,19,812
81,34748,1805,14912,5079,3897,23888,1055,1140,1321,1713,2057,17672,2548,57748,66064,73,20,237
82,34753,2151,1504,525,264,2294,1055,1140,1321,1713,2057,312,224,52077,59321,111,36,86
83,34756,3105,1124,215,180,1519,1055,1140,1321,1713,2057,393,450,95870,108969,99,30,106
84,34758,2215,9223,3519,2886,15628,1055,1140,1321,1713,2057,4534,3694,59330,66780,118,33,387
85,34759,2296,10659,3504,3780,17943,794,799,1023,1375,1764,2919,2303,57938,64290,103,37,203
86,34760,2564,229,118,36,382,1055,1140,1321,1713,2057,309,247,85790,100638,102,28,1068
87,34762,2257,269,54,101,424,1055,1140,1321,1713,2057,386,68,58093,65772,81,27,386
88,34769,1862,6583,3440,1954,11977,1055,1140,1321,1713,2057,7513,4002,63687,72027,90,29,275
89,34771,3104,6601,2088,1451,10140,1055,1140,1321,1713,2057,2617,2134,86684,97295,103,32,304
90,34772,2814,8169,2896,1768,12833,1055,1140,1321,1713,2057,3195,2883,77883,87617,110,30,208
91,34773,3744,1441,500,572,2513,1055,1140,1321,1713,2057,734,541,83314,93835,110,38,500
92,34785,4609,17743,2613,4505,24862,716,718,946,1278,1283,8333,1345,81978,97253,92,25,77
93,34786,7189,10129,4595,2275,16998,1055,1140,1321,1713,2057,16570,2056,156888,178513,115,25,223
94,34787,4076,21642,11395,4013,37050,1055,1140,1321,1713,2057,24589,5678,107205,124735,107,26,540
95,34788,1594,7764,1405,1764,10934,1055,1140,1321,1713,2057,5063,1214,56248,63871,75,23,139
96,34797,2553,524,57,124,705,1055,1140,1321,1713,2057,186,67,70736,80288,86,33,170
97,34945,2615,1414,323,248,1985,926,932,1211,1618,1830,2802,158,73899,83371,96,20,210
98,34946,1433,1924,780,667,3371,926,932,1211,1618,1830,2427,383,46459,51919,92,22,286
99,34947,1468,2109,2502,739,5351,926,932,1211,1618,1830,5141,687,43871,49215,98,24,364
100,34949,4682,3671,1160,3794,8625,926,932,1211,1618,1830,659,189,96366,108280,75,25,351
101,34951,1977,6017,1159,1425,8601,926,932,1211,1618,1830,1429,635,54494,60933,82,24,334
102,34952,2660,15022,5811,4064,24897,926,932,1211,1618,1830,20207,1969,59979,66866,80,24,200
103,34953,3471,19987,5136,3240,28363,926,932,1211,1618,1830,7160,3262,71052,79485,111,30,55
104,34956,1340,1660,871,343,2874,926,932,1211,1618,1830,2778,713,58587,68256,133,33,89
105,34957,3554,9017,2827,6340,18185,926,932,1211,1618,1830,9772,819,80659,92673,77,22,122
106,34972,1297,4160,1995,1245,7401,645,649,836,1074,1186,4745,696,51838,58740,109,30,224
107,34974,1363,7775,2295,4143,14213,673,675,785,976,1114,3895,566,58011,65187,88,25,175
108,34981,2666,957,777,241,1975,926,932,1211,1618,1830,3726,320,58229,65220,96,22,262
109,34982,1925,8243,3115,1957,13316,926,932,1211,1618,1830,6456,950,52951,59120,90,21,296
110,34983,2896,12403,3374,1831,17609,926,932,1211,1618,1830,3784,1871,68896,77037,102,25,121
111,34984,3672,5017,1069,898,6984,926,932,1211,1618,1830,2863,805,83195,93062,104,27,93
112,34986,4312,9944,2865,2542,15351,926,932,1211,1618,1830,12238,367,72324,82326,86,30,78
113,34987,4875,4237,1290,1829,7356,926,932,1211,1618,1830,2392,303,98813,110440,96,27,117
114,34990,4491,11232,2039,1656,14926,926,932,1211,1618,1830,9001,934,120310,139546,101,25,56
115,34996,5157,5202,1267,2780,9249,926,932,1211,1618,1830,5411,163,115311,132782,78,21,140
116,34997,3067,14320,4256,2976,21551,926,932,1211,1618,1830,15421,1267,81555,95059,91,24,113
